,loss,acc
0,0.5116716725667317,0.8523
1,0.19490983155568442,0.9428
2,0.1392421406149864,0.9585166666666667
3,0.11049946165879568,0.9676666666666667
4,0.08909317090511322,0.97325
5,0.07583709583679835,0.9773166666666666
6,0.06435157136718432,0.9810333333651224
7,0.054956608829895656,0.9829833333651224
8,0.046709208528200784,0.9858666666666667
9,0.04065025260647138,0.9877
